image_id,label
img_ed005410.jpg,Alluvial soil
img_0c5ecd2a.jpg,Alluvial soil
img_ed713bb5.jpg,Alluvial soil
img_12c58874.jpg,Alluvial soil
img_eff357af.jpg,Alluvial soil
img_ebbd4d97.jpeg,Alluvial soil
img_61a4be9b.jpg,Alluvial soil
img_f8ee6267.jpg,Alluvial soil
img_903747fa.jpg,Alluvial soil
img_be9dc251.jpg,Alluvial soil
img_47b2a710.jpg,Alluvial soil
img_92d7778b.jpg,Alluvial soil
img_db1d9b5f.jpg,Alluvial soil
img_6030bc4f.jpg,Alluvial soil
img_dfcfbfe0.jpg,Alluvial soil
img_74efd1ac.jpg,Alluvial soil
img_20987a8c.jpg,Alluvial soil
img_1f23d3f3.jpg,Alluvial soil
img_320c82e1.jpg,Alluvial soil
img_6d534f12.jpg,Alluvial soil
img_5f7e14bc.jpg,Alluvial soil
img_b7b6b32e.jpg,Alluvial soil
img_a2893d09.jpg,Alluvial soil
img_da891064.jpg,Alluvial soil
img_0103e659.jpg,Alluvial soil
img_49c63308.jpg,Alluvial soil
img_56176675.jpg,Alluvial soil
img_3cffd144.jpg,Alluvial soil
img_8ea3e991.jpg,Alluvial soil
img_2fc1e4a4.jpg,Alluvial soil
img_2999ea3d.jpg,Alluvial soil
img_72a35d87.jpg,Alluvial soil
img_a3cd9404.jpeg,Alluvial soil
img_99d52376.jpg,Alluvial soil
img_8e00300b.jpg,Alluvial soil
img_e7979177.jpg,Alluvial soil
img_bd81c98e.jpg,Alluvial soil
img_c0b97a33.jpg,Alluvial soil
img_9f20ddcd.jpg,Alluvial soil
img_88eeaf0f.jpeg,Alluvial soil
img_66cc627d.jpg,Alluvial soil
img_f7163b04.jpg,Alluvial soil
img_bd21a9dc.jpg,Alluvial soil
img_34712a96.jpg,Alluvial soil
img_2a199495.jpg,Alluvial soil
img_2aafb5de.jpg,Alluvial soil
img_517b6ee4.jpg,Alluvial soil
img_4f2d133c.jpg,Alluvial soil
img_b68ce75a.jpg,Alluvial soil
img_a0b46dea.jpg,Alluvial soil
img_24b7f6b2.jpg,Alluvial soil
img_73da875a.jpg,Alluvial soil
img_e8818a57.jpg,Alluvial soil
img_4029a557.jpg,Alluvial soil
img_b5f207a5.jpg,Alluvial soil
img_fe088f63.jpg,Alluvial soil
img_e38c8db0.jpg,Alluvial soil
img_f154cefb.jpg,Alluvial soil
img_a4d3c585.jpg,Alluvial soil
img_b2cc1844.jpg,Alluvial soil
img_73cd5747.jpg,Alluvial soil
img_867f4b3c.jpg,Alluvial soil
img_7e49a666.jpg,Alluvial soil
img_aea66d19.jpg,Alluvial soil
img_60c43a62.jpg,Alluvial soil
img_0899b448.jpg,Alluvial soil
img_b987b9be.jpg,Alluvial soil
img_a7aecb27.png,Alluvial soil
img_2d7d5e33.jpg,Alluvial soil
img_e8d6e178.jpg,Alluvial soil
img_f63e4a86.jpg,Alluvial soil
img_d9f81b3b.jpg,Alluvial soil
img_91b11bf4.jpg,Alluvial soil
img_fd58ac64.jpg,Alluvial soil
img_170fc6f9.jpeg,Alluvial soil
img_1308a2e5.jpg,Alluvial soil
img_cf500fd6.jpg,Alluvial soil
img_5a79b5ca.jpg,Alluvial soil
img_b0173a02.jpg,Alluvial soil
img_8a50f83d.jpg,Alluvial soil
img_af7c1eb3.jpeg,Alluvial soil
img_a7b2dc73.jpeg,Alluvial soil
img_4b51ddd1.jpg,Alluvial soil
img_2bf7adce.jpg,Alluvial soil
img_15d9bfd4.jpg,Alluvial soil
img_5f5e3e71.jpg,Alluvial soil
img_225dfa3d.jpg,Alluvial soil
img_a64ecca8.jpg,Alluvial soil
img_c124ff75.jpg,Alluvial soil
img_4103aba5.jpg,Alluvial soil
img_64625109.jpg,Alluvial soil
img_2f1f894c.jpeg,Alluvial soil
img_dacfe3f9.jpg,Alluvial soil
img_9ca2a4c6.jpg,Alluvial soil
img_2e68860c.jpg,Alluvial soil
img_dbceabbb.jpg,Alluvial soil
img_443bed6b.jpg,Alluvial soil
img_3ced2f7a.jpg,Alluvial soil
img_4c51667f.jpg,Alluvial soil
img_fdab2015.jpg,Alluvial soil
img_a5e3ad84.jpg,Alluvial soil
img_9c82187a.jpg,Alluvial soil
img_a59251a1.jpg,Alluvial soil
img_ff6782ba.jpg,Alluvial soil
img_69c38340.jpg,Alluvial soil
img_4416341a.jpg,Alluvial soil
img_cbbdc7ad.jpg,Alluvial soil
img_cd20475a.jpg,Alluvial soil
img_1f83c127.jpg,Alluvial soil
img_8dfe2fb9.jpg,Alluvial soil
img_b54a02b6.jpg,Alluvial soil
img_753484cb.jpg,Alluvial soil
img_06b5709e.jpeg,Alluvial soil
img_ce7308cf.jpg,Alluvial soil
img_33c49e58.jpg,Alluvial soil
img_257e5d1d.jpg,Alluvial soil
img_ca8da233.jpeg,Alluvial soil
img_259b4d02.jpeg,Alluvial soil
img_aa79520a.jpeg,Alluvial soil
img_9e15fafb.jpeg,Alluvial soil
img_51662dd6.jpg,Alluvial soil
img_c97f9502.jpg,Alluvial soil
img_6137a1d9.jpg,Alluvial soil
img_d8942481.jpg,Alluvial soil
img_9b801ac0.jpg,Alluvial soil
img_4bdf66f2.png,Alluvial soil
img_0e18d07a.jpg,Alluvial soil
img_2cc303a8.jpg,Alluvial soil
img_024be4cd.jpg,Alluvial soil
img_d9bdbd9b.jpg,Alluvial soil
img_1c6a8961.jpg,Alluvial soil
img_23ce4e71.jpg,Alluvial soil
img_2ca8e78e.jpg,Alluvial soil
img_9d07b1c0.jpg,Alluvial soil
img_964dcf2d.jpg,Alluvial soil
img_ffc28025.jpg,Alluvial soil
img_8163dc71.jpg,Alluvial soil
img_63e751f3.jpeg,Alluvial soil
img_65867e93.jpg,Alluvial soil
img_5f4c517a.jpg,Alluvial soil
img_8fb8851b.jpg,Alluvial soil
img_5badf3aa.jpg,Alluvial soil
img_fa69360f.jpg,Alluvial soil
img_292ece4b.jpg,Alluvial soil
img_b7e0f6f2.jpeg,Alluvial soil
img_3096ea8b.jpeg,Alluvial soil
img_2c11a1c9.jpg,Alluvial soil
img_4eab46d6.jpg,Alluvial soil
img_5b1d2962.jpg,Alluvial soil
img_5ca7728f.jpg,Alluvial soil
img_9c656df3.jpg,Alluvial soil
img_5ffec32c.jpg,Alluvial soil
img_bccd8ab1.jpg,Alluvial soil
img_fbdf8405.jpg,Alluvial soil
img_b0b6cccd.jpg,Alluvial soil
img_3ca74d52.jpg,Alluvial soil
img_45aa0e37.jpg,Alluvial soil
img_d8a70a25.jpg,Alluvial soil
img_c715fb9c.jpg,Alluvial soil
img_8cc66d4a.jpg,Alluvial soil
img_a9efd5f4.jpg,Alluvial soil
img_e57322ec.jpg,Alluvial soil
img_fe1e1a88.jpg,Alluvial soil
img_ccc166f7.jpg,Alluvial soil
img_d8b10a1f.jpg,Alluvial soil
img_1d2c640e.jpg,Alluvial soil
img_9a15a90e.jpg,Alluvial soil
img_ba18ef5d.jpg,Alluvial soil
img_b5b6db36.jpg,Alluvial soil
img_01963a95.jpg,Alluvial soil
img_10e013f4.jpg,Alluvial soil
img_6067a566.jpg,Alluvial soil
img_f3c9740d.jpg,Alluvial soil
img_d6011bf8.jpg,Alluvial soil
img_71d3def0.jpg,Alluvial soil
img_09ee8066.jpg,Alluvial soil
img_4ad24251.jpg,Alluvial soil
img_b55fed5a.jpg,Alluvial soil
img_47449a16.jpeg,Alluvial soil
img_130669fe.jpg,Alluvial soil
img_e27b8771.jpeg,Alluvial soil
img_a08e78d4.jpg,Alluvial soil
img_2b19b0b7.jpg,Alluvial soil
img_bf6d2c20.jpg,Alluvial soil
img_073f8fbe.jpg,Alluvial soil
img_563971a7.jpg,Alluvial soil
img_8dc9b604.jpg,Alluvial soil
img_1ca7f988.jpg,Alluvial soil
img_031f2102.jpg,Alluvial soil
img_d7f7bffe.jpg,Alluvial soil
img_06d5c94c.jpg,Alluvial soil
img_27538d15.jpg,Alluvial soil
img_ad52b6cc.jpg,Alluvial soil
img_26134945.jpg,Alluvial soil
img_c3c55ef0.jpg,Alluvial soil
img_16d62a08.jpg,Alluvial soil
img_0661906b.jpg,Alluvial soil
img_237590e1.jpg,Alluvial soil
img_2b33859e.jpg,Alluvial soil
img_15e92253.jpg,Alluvial soil
img_3f58332b.jpg,Alluvial soil
img_d7773fa9.jpg,Alluvial soil
img_0d17b2a6.jpg,Alluvial soil
img_d3921cdd.jpg,Alluvial soil
img_c48e6129.jpg,Alluvial soil
img_4e4a37b3.jpg,Alluvial soil
img_0f687acb.jpg,Alluvial soil
img_7cc5d67b.jpg,Alluvial soil
img_a9b72aab.jpg,Alluvial soil
img_5a6a045d.jpg,Alluvial soil
img_6f43d3da.jpg,Alluvial soil
img_075f28e6.jpg,Alluvial soil
img_3addf563.jpg,Alluvial soil
img_7b1100d9.jpg,Alluvial soil
img_e6953191.jpeg,Alluvial soil
img_216e0e1b.jpg,Alluvial soil
img_ec689f9b.jpg,Alluvial soil
img_8f28afad.jpg,Alluvial soil
img_6d30dbcf.jpg,Alluvial soil
img_be64dbc0.jpg,Alluvial soil
img_5ca5f8a0.jpg,Alluvial soil
img_f9bcc3ed.jpg,Alluvial soil
img_db8d795f.jpg,Alluvial soil
img_92c7ca4d.jpg,Alluvial soil
img_a65f109b.jpg,Alluvial soil
img_a7db8dd3.jpg,Alluvial soil
img_33ebb229.jpg,Alluvial soil
img_0cbbeb9b.jpg,Alluvial soil
img_1c4f9940.jpg,Alluvial soil
img_02885930.jpg,Alluvial soil
img_518fc85c.jpg,Alluvial soil
img_689f56d1.jpg,Alluvial soil
img_5a04776e.jpg,Alluvial soil
img_f45ae7e9.jpg,Alluvial soil
img_518247ee.jpg,Alluvial soil
img_e7632cf4.jpg,Alluvial soil
img_aaa25172.jpeg,Alluvial soil
img_0e152955.jpg,Alluvial soil
img_824ef966.jpg,Alluvial soil
img_b360edad.jpg,Alluvial soil
img_e88dbd84.jpg,Alluvial soil
img_8f248d90.jpg,Alluvial soil
img_e386963b.jpg,Alluvial soil
img_60a04a6c.jpg,Alluvial soil
img_c9dcae04.jpg,Alluvial soil
img_c8639acc.jpg,Alluvial soil
img_c9eb3b91.jpg,Alluvial soil
img_2b7c6a5c.jpg,Alluvial soil
img_387aa96b.jpg,Alluvial soil
img_138ef79b.jpg,Alluvial soil
img_8ddd57d8.jpg,Alluvial soil
img_8812a066.jpeg,Alluvial soil
img_002544b5.jpg,Alluvial soil
img_b05025c4.jpg,Alluvial soil
img_68ffce0e.jpg,Alluvial soil
img_43d2bbea.jpg,Alluvial soil
img_4882a5a0.jpg,Alluvial soil
img_869498e6.jpg,Alluvial soil
img_b904f9d2.jpg,Alluvial soil
img_8c6918a8.jpg,Alluvial soil
img_972bbe89.jpg,Alluvial soil
img_022efd91.jpg,Alluvial soil
img_f33d4c06.jpg,Alluvial soil
img_66111b24.jpg,Alluvial soil
img_a47e6ed6.jpg,Alluvial soil
img_dc9e035a.jpg,Alluvial soil
img_74a1b70a.jpg,Alluvial soil
img_a2b993b1.jpg,Alluvial soil
img_81031cb4.jpg,Alluvial soil
img_7adcab55.jpg,Alluvial soil
img_60ac2511.jpg,Alluvial soil
img_6f5b7c65.jpeg,Alluvial soil
img_0b587b7b.jpg,Alluvial soil
img_781f20a3.jpg,Alluvial soil
img_936ddfbb.jpg,Alluvial soil
img_15bb9ca2.jpg,Alluvial soil
img_39890acb.jpg,Alluvial soil
img_1859187e.jpg,Alluvial soil
img_785f382c.jpg,Alluvial soil
img_35984e09.jpg,Alluvial soil
img_3f2003f7.jpg,Alluvial soil
img_9fc28eac.jpg,Alluvial soil
img_025f35cd.jpg,Alluvial soil
img_2f974f60.jpg,Alluvial soil
img_a01912a3.jpg,Alluvial soil
img_e2efd197.jpg,Alluvial soil
img_7997d98e.jpg,Alluvial soil
img_b763e850.jpg,Alluvial soil
img_674498b7.jpg,Alluvial soil
img_b57d7db5.jpg,Alluvial soil
img_e2c89ecf.jpg,Alluvial soil
img_4060c36b.jpg,Alluvial soil
img_bcfe84c2.jpg,Alluvial soil
img_9829443e.jpg,Alluvial soil
img_41074571.jpg,Alluvial soil
img_315014e2.jpg,Alluvial soil
img_bc9dcefb.jpg,Alluvial soil
img_e9150ccd.jpg,Alluvial soil
img_820d7495.jpeg,Alluvial soil
img_1ea611d3.jpeg,Alluvial soil
img_154fff04.jpg,Alluvial soil
img_0c2b8aa0.jpg,Alluvial soil
img_7f56632f.jpg,Alluvial soil
img_d1cc8861.jpg,Alluvial soil
img_e1023174.jpg,Alluvial soil
img_200c4a39.jpg,Alluvial soil
img_305448c7.jpg,Alluvial soil
img_fd513a2a.jpg,Alluvial soil
img_a8ba7528.jpg,Alluvial soil
img_31fafc06.jpg,Alluvial soil
img_495d32c0.jpg,Alluvial soil
img_e0b83009.jpeg,Alluvial soil
img_dfb5995d.jpg,Alluvial soil
img_8e2a82d7.jpg,Alluvial soil
img_71ef82f9.jpeg,Alluvial soil
img_e3e236a0.jpg,Alluvial soil
img_106b1d91.jpg,Alluvial soil
img_07f80124.jpg,Alluvial soil
img_8d60db62.jpg,Alluvial soil
img_a8c0fdc3.jpg,Alluvial soil
img_f2c77527.jpg,Alluvial soil
img_64a623c5.jpg,Alluvial soil
img_90d77928.jpg,Alluvial soil
img_0ac4aa10.jpg,Alluvial soil
img_be4847ca.jpg,Alluvial soil
img_290db6dc.jpg,Alluvial soil
img_76386dac.jpg,Alluvial soil
img_d3fb5951.jpg,Alluvial soil
img_2b94a126.jpg,Alluvial soil
img_35c2940d.jpg,Alluvial soil
img_644957a3.jpg,Alluvial soil
img_59472b48.jpg,Alluvial soil
img_8edfafe4.jpg,Alluvial soil
img_9bf4b58d.webp,Alluvial soil
img_f867fa8f.jpg,Alluvial soil
img_0f0c1449.jpg,Alluvial soil
img_fbafc1f7.jpg,Alluvial soil
img_735bc694.jpg,Alluvial soil
img_7351b43e.jpg,Alluvial soil
img_b6ce3a90.jpg,Alluvial soil
img_24f620c9.jpg,Alluvial soil
img_cbf979bc.jpeg,Alluvial soil
img_d67490b7.jpg,Alluvial soil
img_fe7576f8.jpg,Alluvial soil
img_88e79d74.jpg,Alluvial soil
img_9fdab967.jpg,Alluvial soil
img_55f4593e.jpg,Alluvial soil
img_2f44c887.jpg,Alluvial soil
img_36c33716.jpg,Alluvial soil
img_e468b2f2.jpg,Alluvial soil
img_d4471d29.jpg,Alluvial soil
img_c821fd91.jpg,Alluvial soil
img_c586fc47.jpg,Alluvial soil
img_f41ea1cc.jpg,Alluvial soil
img_ed18cf00.jpg,Alluvial soil
img_1854e843.jpg,Alluvial soil
img_0aa847a7.jpg,Alluvial soil
img_c7cb29a8.jpg,Alluvial soil
img_9df40ed1.jpg,Alluvial soil
img_115c7321.jpg,Alluvial soil
img_eda6d1e8.jpg,Alluvial soil
img_9b72babc.jpg,Alluvial soil
img_209e8cb8.jpg,Alluvial soil
img_3c4ed833.jpeg,Alluvial soil
img_797e1114.jpg,Alluvial soil
img_00ba638b.jpg,Alluvial soil
img_5edbd608.jpg,Alluvial soil
img_45dba714.jpg,Alluvial soil
img_a242d0b0.jpg,Alluvial soil
img_7e2f417b.jpg,Alluvial soil
img_af4c9c01.jpg,Alluvial soil
img_7b6959d0.jpg,Alluvial soil
img_93a067a7.jpg,Alluvial soil
img_de83050f.jpg,Alluvial soil
img_c314f84c.jpg,Alluvial soil
img_01760b9d.jpg,Alluvial soil
img_7c487363.jpg,Alluvial soil
img_7da16b5b.jpg,Alluvial soil
img_9c32d7a4.jpg,Alluvial soil
img_fed1eec8.jpg,Alluvial soil
img_0ccd4bf1.jpg,Alluvial soil
img_9aff8fbc.jpg,Alluvial soil
img_1892ad0c.jpg,Alluvial soil
img_92463615.jpg,Alluvial soil
img_c68234a7.jpg,Alluvial soil
img_605785db.jpg,Alluvial soil
img_5facce72.jpg,Alluvial soil
img_a8286dc7.jpg,Alluvial soil
img_b04611b3.jpg,Alluvial soil
img_77f048d6.jpg,Alluvial soil
img_1223e949.jpg,Alluvial soil
img_1aac078b.jpg,Alluvial soil
img_c0a5e079.jpeg,Alluvial soil
img_8ec62d12.jpg,Alluvial soil
img_21ef01aa.jpg,Alluvial soil
img_46dd5e3c.jpg,Alluvial soil
img_6057b480.jpg,Alluvial soil
img_f5654cb3.jpg,Alluvial soil
img_d49665bb.jpg,Alluvial soil
img_a8c4ba00.jpg,Alluvial soil
img_c84c5c35.jpg,Alluvial soil
img_85ff21a9.jpg,Alluvial soil
img_b482819e.jpg,Alluvial soil
img_9f15586e.jpg,Alluvial soil
img_71187740.jpg,Alluvial soil
img_3e77505e.jpg,Alluvial soil
img_014b1e8d.jpg,Alluvial soil
img_086d7187.jpg,Alluvial soil
img_bd4a264e.jpg,Alluvial soil
img_2dd4301e.jpg,Alluvial soil
img_13deac35.jpg,Alluvial soil
img_e3f8bb1c.jpg,Alluvial soil
img_24c58c5c.jpg,Alluvial soil
img_565f9f5b.jpg,Alluvial soil
img_239b37af.jpg,Alluvial soil
img_6b138a50.jpg,Alluvial soil
img_3dc56d1b.jpg,Alluvial soil
img_91f72995.jpg,Alluvial soil
img_215a62ed.jpg,Alluvial soil
img_23645a3f.jpg,Alluvial soil
img_f7ca3381.jpg,Alluvial soil
img_2931b952.jpg,Alluvial soil
img_fb76ec77.jpg,Alluvial soil
img_434ecd71.jpg,Alluvial soil
img_e6f6e8a4.jpg,Alluvial soil
img_8796b607.jpg,Alluvial soil
img_a515ac02.jpg,Alluvial soil
img_bf673631.jpg,Alluvial soil
img_5df7b929.jpg,Alluvial soil
img_f6cda644.jpg,Alluvial soil
img_959df789.jpg,Alluvial soil
img_c5c47701.jpg,Alluvial soil
img_850f28ec.webp,Alluvial soil
img_3191e72c.jpeg,Alluvial soil
img_062b0bc4.jpg,Alluvial soil
img_7cf4631f.jpeg,Alluvial soil
img_d4323439.jpg,Alluvial soil
img_6412cbe4.jpg,Alluvial soil
img_46a9f9fe.jpeg,Alluvial soil
img_73310f32.jpg,Alluvial soil
img_f746293b.jpg,Alluvial soil
img_d6866879.jpg,Alluvial soil
img_44aeda3a.jpg,Alluvial soil
img_5f76d3f7.jpg,Alluvial soil
img_f5ddf4a3.jpg,Alluvial soil
img_268169d8.jpg,Alluvial soil
img_63b6613a.jpg,Alluvial soil
img_999260ae.jpg,Alluvial soil
img_43d9f20a.jpg,Alluvial soil
img_e5748cc9.jpg,Alluvial soil
img_69b4e568.jpg,Alluvial soil
img_b925de66.jpg,Alluvial soil
img_1d8910ac.jpg,Alluvial soil
img_317a835a.jpg,Alluvial soil
img_7a28c5f1.jpg,Alluvial soil
img_bced3fff.jpg,Alluvial soil
img_48376e2d.jpg,Alluvial soil
img_bafd9faa.jpeg,Alluvial soil
img_f82a27f6.jpg,Alluvial soil
img_9bbe75da.jpg,Alluvial soil
img_189101ce.jpg,Alluvial soil
img_741e467f.jpg,Alluvial soil
img_bf52ce39.jpeg,Alluvial soil
img_4dcd4856.jpeg,Alluvial soil
img_fe6b4f41.jpeg,Alluvial soil
img_4a4320fe.jpg,Alluvial soil
img_b54541d8.jpg,Alluvial soil
img_822740f7.jpeg,Alluvial soil
img_fc685c25.jpg,Alluvial soil
img_696095ac.jpeg,Alluvial soil
img_f2ac106b.jpg,Alluvial soil
img_4dcbcf73.jpg,Alluvial soil
img_061a20fe.jpg,Alluvial soil
img_a1abefd1.jpg,Alluvial soil
img_023fb04c.jpg,Alluvial soil
img_5cc909b5.jpg,Alluvial soil
img_5e0bb865.jpg,Alluvial soil
img_15a5b300.jpg,Alluvial soil
img_5049fe58.jpg,Alluvial soil
img_d393da7e.jpg,Alluvial soil
img_62e3d380.jpg,Alluvial soil
img_622d25fd.webp,Alluvial soil
img_88b4af41.jpg,Alluvial soil
img_0f5ba850.jpg,Alluvial soil
img_f34ddd22.jpg,Alluvial soil
img_344e94fa.jpg,Alluvial soil
img_b175d391.jpg,Alluvial soil
img_843b6516.jpg,Alluvial soil
img_761a800d.jpg,Alluvial soil
img_b427140a.jpg,Alluvial soil
img_d7dd2bda.jpg,Alluvial soil
img_7409e62f.jpg,Alluvial soil
img_f4a2da20.jpg,Alluvial soil
img_b5d939b3.jpg,Alluvial soil
img_986f7f54.jpg,Alluvial soil
img_7c387b9b.jpg,Alluvial soil
